Term,es,nes,pval,fdr,geneset_size,matched_size,genes
Phospholipid Scramblase Activity (GO:0017128),0.30347478650468207,0.8606167063687348,0.6641651031894934,0.8355693168522528,17,16,"XKR4,PLSCR5,TMEM41B,SERINC5,VDAC2,ATG9A,XKR8,XKR9,SERINC2,SERINC3,CLPTM1L,PLSCR4,PLSCR1,PLSCR3,ATG9B,VMP1"
Ubiquitin-Like Protein Conjugating Enzyme Binding (GO:0044390),0.2509544246369623,0.848518511231687,0.7065217391304348,0.84102825633098,34,34,"DCUN1D2,RNF180,MARCHF6,PPARA,ARIH1,FOXL2,RNF19A,SIAH3,TCERG1,RNF144B,UBA2,ARIH2,DCUN1D4,ZMYM2,RNF14,MARCHF7,RNF125,UBE3D,TRAF6,TOLLIP,RNF144A,PRKN,AUP1,SIAH2,RNF19B,DCUN1D1,PARK7,RPS3,RNF5,SIAH1,RNF185,DCUN1D5,RNF217,DCUN1D3"
Glucuronosyltransferase Activity (GO:0015020),0.28259151137137584,0.8462233471670082,0.6835205992509363,0.8427733010905606,33,21,"UGT2B11,UGT3A1,UGT2B28,CHPF,UGT3A2,LARGE2,UGT2B7,EXTL1,CSGALNACT1,CHSY1,EXT2,CHPF2,UGT2A3,EXT1,B4GAT1,LARGE1,CHSY3,B3GAT3,B3GAT2,UGT2B15,UGT2B4"
Tumor Necrosis Factor Receptor Superfamily Binding (GO:0032813),0.2703550238691682,0.8392261940882056,0.7007575757575758,0.8532126603428817,27,24,"TRIM37,FADD,TNFSF9,CASP8AP2,MADD,DAB2IP,FEM1B,BID,RIPK1,STAT1,TRAF4,TRAP1,NOL3,TRAF3,SIVA1,TRAF1,EDA,TANK,PIDD1,TMBIM1,MYD88,BABAM2,TNFSF18,TNFSF4"
"Phosphatidylinositol-3,5-Bisphosphate Binding (GO:0080025)",0.2701808732689429,0.8291570193102112,0.7050359712230215,0.8542999071254631,24,22,"SH3PXD2B,SESTD1,PLEKHA5,HIP1,JPH2,PHLDA3,WDR45B,WIPI1,SNX14,WASHC2C,MAPKAP1,HIP1R,KIF16B,CLVS2,PTGES2,PLEKHA4,WIPI2,CLVS1,SNX3,TPCN2,WDR45,COMMD1"
Inorganic Anion Transmembrane Transporter Activity (GO:0015103),0.24495592865225385,0.8306324125779976,0.7282051282051282,0.8546012632894943,40,34,"SLC4A8,SLC26A2,SLC5A6,SLC1A1,XPR1,SLC4A2,SLC25A14,SLC12A5,SLC26A1,SLC4A3,AQP6,SLC26A11,UCP2,SLC25A10,SLC20A1,SLC26A6,SLC25A30,CFTR,SLC4A11,SLC25A3,SLC26A7,CLCN6,SLC26A4,CLCN7,SLC20A2,SLC22A8,ANO1,SLC25A27,SLC26A9,MFSD8,GET3,MFSD5,SLC26A3,SLC5A5"
Protein Tyrosine/Serine/Threonine Phosphatase Activity (GO:0008138),0.27713401422026,0.833451855617079,0.6882882882882883,0.8552561436622758,21,21,"MTMR3,SBF1,DUSP29,DUSP3,DUSP9,DUSP13B,PPM1F,DUSP12,DUSP18,STYXL2,DUSP8,DUSP15,DUSP6,DUSP19,DUSP22,PTPMT1,DUSP16,DUSP10,DUSP7,DUSP28,DUSP5"
Phosphatase Activator Activity (GO:0019211),0.27242687932705384,0.8318189993559577,0.7132352941176471,0.8554184045158948,21,20,"PHACTR4,PPP2R5E,TIPRL,CALM1,PPP2R5B,PPP4R3A,GNA12,CALM2,PPP2R5D,PPP2R5C,CALM3,HSP90AB1,PPP2R5A,PPP4R3B,FRS2,ITGA1,GTF2F1,PPP1R15A,B3GAT3,BMP2"
Nuclease Activity (GO:0004518),0.2220710645679678,0.8352015569709088,0.7530864197530864,0.8580480597612542,61,54,"ENPP1,RNASE13,RAG1,ANKLE1,DCLRE1C,XRN2,REXO1,RNASET2,EXO1,ISG20L2,DIS3L2,REXO5,DIS3,RNASEH1,AZGP1,DNA2,MAP1S,RNASE1,PDE12,N4BP2,ERN2,ISG20,RNASE6,MRE11,NME1,REXO4,DFFB,ERCC5,FEN1,SND1,N4BP1,SAMHD1,WRN,RNASEH2A,NTHL1,SLFN12,PMS2,RNASEL,PARN,MUS81,DDX1,EXOG,ANG,DNASE1L1,RNASE10,PNKP,PLSCR1,SETMAR,ZC3H12A,DNASE1L3,DNASE1L2,APEX1,OGG1,RNASE4"
Flavin Adenine Dinucleotide Binding (GO:0050660),0.2196901180579498,0.8335725224539445,0.7885615251299827,0.8581509872981975,58,55,"STEAP3,NANOS1,PPOX,MICAL2,NDOR1,MAOB,AGPS,QSOX1,MICAL3,MTRR,CYB5R1,MTHFR,CYB5R2,TXNRD1,AIFM2,PCYOX1,SDHA,ILVBL,VDAC2,SQLE,ACOX3,NANOS3,KDM1A,GFER,KMO,AOX1,CRY1,NOX4,MICAL1,ACADVL,ACOX2,AIFM1,CRY2,KDM1B,DDO,ETFDH,NQO2,FOXRED2,PRODH2,ACOXL,MAOA,MTO1,CYB5R3,LDHD,NOX5,CYBB,ETFA,XDH,MMACHC,SQOR,GCDH,DPYD,PRODH,GSR,ACOX1"
Sodium Channel Regulator Activity (GO:0017080),0.24124520087791934,0.8155028272349127,0.7566607460035524,0.8718945148701159,36,33,"SCN1B,NANOS1,ATP2B4,SCN4B,NEDD4L,SCN3B,GPD1L,FGF14,CAMK2D,NEDD4,FGF11,PTPN3,FXYD3,FGF12,GPLD1,FXYD1,YWHAH,SCN2B,SNTA1,RSC1A1,SGK3,FXYD5,FXYD7,CAV3,FGF13,PKP2,FXYD2,GLRX,TMEM168,PCSK9,RANGRF,COMMD1,SGK1"
Protein Kinase Inhibitor Activity (GO:0004860),0.21621446269005185,0.8167206463430473,0.7742504409171076,0.8728455999034672,58,54,"PRKCH,MACROH2A1,RPTOR,SH3BP5,IBTK,INKA2,SOCS1,PARVA,DHDDS,CDKN1C,SMCR8,YWHAB,MAPK8IP1,GMFG,PREX1,DUS2,INKA1,SPRED1,HEXIM1,ANKLE2,CDKN1B,SH3BP5L,CEP43,ITPRIP,QARS1,SPRY2,GSKIP,SPRED2,CAV1,GMFB,ATAD3A,SPRY4,PRKRIP1,HTRA2,TRIB1,DEPTOR,DUSP19,DUSP22,TESK1,PAK1IP1,PPP1R1B,AKT1S1,NCK1,PREX2,SOCS3,HSPA5,DNAJC3,TAOK3,MBIP,CDPF1,RACK1,NPM1,CIB1,SNCA"
Four-Way Junction DNA Binding (GO:0000400),0.2869358574336012,0.8130658459924293,0.7158273381294964,0.8731423061451216,16,16,"HMGB2,MSH6,FANCM,GEN1,MSH2,BLM,XRCC3,RAD51B,YY1,XRCC2,HMGB3,HMGB1,WRN,RAD51D,RAD51C,MEN1"
Sulfotransferase Activity (GO:0008146),0.2355047705846215,0.8086809012676897,0.7718978102189781,0.8745386963116131,36,32,"CHST7,SULT1C4,GAL3ST1,HS3ST1,CHST2,CHST15,CHST3,SULT1A3,CHST9,CHST8,SULT2B1,GAL3ST4,CHST10,CHST6,GAL3ST3,CHST14,SULT4A1,CHST11,SULT1A1,SULT1A2,WSCD1,HS3ST3A1,HS6ST1,CHST13,SULT1B1,CHST12,UST,WSCD2,SULT1E1,CHST5,SULT2A1,SULT1A4"
SUMO Transferase Activity (GO:0019789),0.2558135218368811,0.8100335401079848,0.7412199630314233,0.8753110885990579,25,24,"HDAC4,ZMIZ1,RANBP2,UHRF2,TOPORS,PML,PIAS4,PIAS1,ZMIZ2,TRIM28,PIAS3,PIAS2,ZBED1,MUL1,EGR2,HDAC7,ZNF451,KIAA1586,CDKN2A,NSMCE2,TRIM27,UBE2I,RNF212,MDM2"
"Hydrolase Activity, Hydrolyzing O-glycosyl Compounds (GO:0004553)",0.262087420865161,0.798016014850386,0.7626811594202898,0.8887121464393768,22,20,"MAN1A1,CHI3L1,NEU3,CTBS,MOGS,GUSB,EGFL7,HPSE2,PARG,CHIA,HYAL2,ENGASE,HPSE,IDUA,HYAL3,HEXD,OVGP1,ADPRS,GBA3,LCT"
Ribosomal Small Subunit Binding (GO:0043024),-0.40246758426184825,-1.2471703618760166,0.14915966386554622,0.8927402533169904,19,19,"LARP1,EIF1B,PTCD3,DDX3X,EIF4H,NME1,UNG,LONP1,USP21,EIF4B,DHX29,MTIF2,EIF1,ERAL1,G3BP1,CPEB2,NPM1,MTIF3,MCTS1"
Transcription Coregulator Binding (GO:0001221),0.19151665875141655,0.7919811129938965,0.8783570300157978,0.8953071726272037,103,100,"LEF1,TWIST1,CHD6,CHD4,HAND1,RUNX1,TP73,EP300,PAX6,GATA2,SMARCA4,PGR,CREBBP,SIX3,MBD4,SUZ12,HMGA1,DHDDS,PPARD,ATF7,SREBF1,MED25,HIF1A,NEK6,DAND5,FLYWCH1,ZBTB16,EHMT2,ENO1,ZBTB49,THRB,RORA,EPAS1,LCOR,USP11,ZBTB17,STAT1,NR5A2,HNF1B,WIZ,ZBTB8A,PHF1,LMO2,HDAC6,SMAD4,EHMT1,CBX3,PER2,EZH2,TRERF1,CTBP2,ETS1,NR1D1,ZNF618,CTCF,RXRA,GATA6,HDAC5,CTNNB1,FAM89B,BCL6,HDAC3,PER3,MTF2,ZNF644,STK36,PER1,ZBTB7A,CDK9,MYC,EED,ELOC,ELOB,ESR1,CREB3L4,PBX1,RUNX3,HDAC1,HAND2,SMARCD3,VGLL4,CNOT2,CCNT2,RELA,UBE2I,RPL23,TEAD2,HDGF,THAP7,SMAD3,RARA,PPARG,MED6,FOS,CTBP1,NFKB1,ZNF547,NR1H4,AREG,STAT6"
Basal RNA Polymerase II Transcription Machinery Binding (GO:0001099),0.23066528185671678,0.7841739358721546,0.8154362416107382,0.9010198916105773,37,37,"GTF2A1,TAF1,AGO2,CTR9,RPRD1B,ESRRB,NCOA3,DHX9,PCF11,LLPH,CCAR2,UVSSA,RPRD2,SCAF8,SMYD2,POLR2M,ELP2,ERCC5,TBP,RPRD1A,HNRNPU,RECQL5,ZNF326,GTF2F1,GTF2A2,URI1,CDC73,WDR43,SUPT4H1,WAC,DRAP1,RTRAF,GTF2B,PAF1,ELP4,AREG,ELOF1"
TBP-class Protein Binding (GO:0017025),0.262724851737828,0.7818966980416323,0.7633587786259542,0.9011346880312398,20,19,"GTF2A1,TAF1,RUVBL2,YEATS2,NR3C1,BRF2,DR1,TAF1B,THRA,NR3C2,RUVBL1,GTF2A2,ESR1,HHEX,TAF13,TAF11,DRAP1,GTF2B,TAF12"
Channel Activity (GO:0015267),0.21324813179098356,0.786050856052484,0.815068493150685,0.9013912349405602,63,48,"TRPA1,AQP4,GSDMC,RHAG,AQP7,PDPN,BCL2,BCL2L10,TMEM120A,P2RX5,TRPV2,BOK,PANX1,AQP6,AQP3,CHRNB1,TMEM120B,MCUB,RHBG,P2RX6,KCNK3,BAK1,MCL1,PANX2,GSDMB,MPV17,SCNN1G,MIPEP,AQP5,TRPM5,BEST4,RHD,AQP11,RHCE,SLC14A1,AQP10,BCL2L1,TMEM266,SLC12A2,BCL2L2,BAX,ZNF395,BEST1,BCL2A1,GSDME,MINDY4,GSDMD,CHRFAM7A"
Low-Density Lipoprotein Particle Receptor Binding (GO:0050750),0.2470683917551957,0.7728146578323769,0.8064516129032258,0.9019770658167795,24,23,"SACS,APP,HSPG2,CLTC,AP2A1,APOE,LDLRAP1,PICALM,CLU,LANCL1,SNX17,MESD,LRPAP1,APBB1,DNAJA1,CSRP1,APBB3,AP2M1,HSP90B1,APOB,SYT1,DKK1,PCSK9"
NADPH Binding (GO:0070402),-0.41285599158591224,-1.1910505558983648,0.23917525773195877,0.9030881382342578,15,15,"NDOR1,LBR,MTRR,DUS2,HMGCR,DHFR,KDSR,KCNAB1,CBR4,CYBB,GRHPR,QDPR,DECR1,TP53I3,CRYZ"
Monoatomic Cation Transmembrane Transporter Activity (GO:0008324),0.22329984974684908,0.7738912476923412,0.8421052631578947,0.9035224300414079,42,35,"SLC39A2,ATP6V1B2,PKD1,PRKD2,SLC6A4,SLC25A14,PIEZO1,TRPV2,UCP3,CALHM2,UCP2,CHRNE,SLC25A4,MCOLN1,SLC4A11,CALHM4,TRPC6,NALCN,SLC29A4,TRPM6,TRPM2,TRPC1,UNC80,SLC46A1,PIEZO2,ATP6V1F,SLC25A27,ROMO1,SLC12A2,DMAC2L,TRPM3,CALHM5,CALHM6,TRPV4,P2RX1"
GTP Binding (GO:0005525),0.1688862578526816,0.774720681430085,0.9290322580645162,0.9054678042958421,206,192,"ARL4C,CRACR2A,TUBB2B,RHOU,BMS1,GRID2,BCL11B,MFHAS1,TGM2,GNAQ,RAB26,DIRAS2,TRIM23,TUBA4A,RAB37,RAP2A,RAB36,RAP2B,INSR,GNAT2,AKR1B10,RAB27B,NCOA3,TSR1,RAB31,ARL5A,TUBG1,RERG,TUBA1B,TUBA1C,RAB43,TUBE1,ATL2,RND2,DNM2,CPLANE2,TUBB4B,REM2,GRID1,ARL17B,GTPBP2,DYNC1LI1,RIGI,GNA11,RHEB,RAB11A,RRAS,RAN,RHOC,RAB39A,IRGQ,RALA,ARL4D,TUFM,RAC2,MMAA,TUBA8,RALB,RNASE1,RAB6A,RAB4B,RAB10,RRAS2,RAB2A,ADSS2,TUBB,NRAS,SEPTIN4,RABL3,TUBB3,RAB38,RABL6,CDC42,SRP54,TUBB2A,RHOV,RHEBL1,ARHGEF5,RHOG,RAB7A,RRAGD,GMNN,MX2,RHOF,ARF4,NME1,SCG5,PIP4K2B,GBP6,RAB25,DIRAS1,RAB42,THG1L,RAP1A,ARL4A,GCH1,VTA1,MTG2,ARF1,RAB39B,ARL8A,EIF5B,GNAI1,EEF1A1,RAB5A,NMUR2,ANXA6,GBP5,TUBB4A,RAB28,GNL1,GNL3,RHOBTB1,RRAGB,ATL3,LSG1,RAP2C,TUBA3C,TUBB6,GNL2,TUBA1A,RAB8A,RHOJ,RAB22A,RNF112,RHOBTB2,TUBA3D,TUBD1,RANBP17,ARL8B,TUBA3E,RAB4A,LANCL2,GBP4,RAB29,ARFRP1,RHOA,LRRK2,SEPHS1,GBP2,ARL5B,RAB9A,ARFIP2,RAB27A,ARL11,RND3,NOA1,RND1,GTPBP10,TUBG2,DIRAS3,RAB33B,ARF3,RHOT2,GTPBP4,RHOT1,IFT27,RRAGC,RAB30,ARF6,RHOQ,RAB21,RAB1B,HRAS,RASL12,SEPTIN6,RAB34,RAB32,RHOB,PCK1,RASEF,DRG2,EIF2B2,RAP1B,ARF5,RAB35,SEPTIN12,ARL6,MRAS,RAB14,RAB2B,RAB33A,GNA14,ATL1,ARL2,ARL14,RRAGA,AGAP2,ARL3,RAB13,GBP1,RRAD"
Exonuclease Activity (GO:0004527),-0.3169294513853698,-1.198448407553498,0.178743961352657,0.9063226028428273,48,46,"ENPP1,EXOSC10,FAN1,DCLRE1C,XRN2,REXO1,EXO1,ISG20L2,REXO5,CNOT6,RAD9A,PDE12,DCLRE1B,RAD50,ISG20,MRE11,NME1,REXO4,ERI1,REXO2,FEN1,EXD2,EXOSC6,ENPP2,WRN,EXOSC1,DCPS,EXOSC9,EXOSC2,EXOSC5,EXOG,EXOSC7,NME8,EXOSC3,EXOSC8,ZC3H12A,NME7,CNOT7,APEX1,NME5,TREX1,EXOSC4,TRIR,ENPP3,DXO,APLF"
Mannosyltransferase Activity (GO:0000030),0.24881678666955298,0.7751379282640514,0.7931034482758621,0.9080561070923572,22,22,"TMTC1,ALG9,DPY19L3,ALG11,TMTC4,DPY19L4,GTDC1,POMT2,DPM1,PIGV,PIGM,TMTC3,PIGZ,POMT1,DPY19L2,DPY19L1,ALG12,PIGB,ALG3,ALG2,ALG1L2,TMTC2"
Copper Ion Binding (GO:0005507),-0.32594813377271,-1.221931259016888,0.17155756207674944,0.9163118508483324,45,40,"PRNP,IL1A,LOXL2,MT3,SNCG,LACC1,ATP7B,AOC2,AOC3,SLC31A1,LOXL3,ATP7A,MYCBP2,SUMF1,ATP13A2,P2RX4,PRND,GPC1,SOD3,SNCB,COX17,S100A13,CUTC,ANG,AOC1,SOD1,PARK7,TP53,FBF1,RNF7,CCS,SCO2,CUTA,COA6,MOXD1,DCT,COMMD1,ATOX1,SNCA,APOA4"
Pyrophosphatase Activity (GO:0016462),-0.3069274588042269,-1.229841972367434,0.13447432762836187,0.9253145982389257,59,59,"CILP,ENTPD3,NUDT5,ENPP1,ENTPD4,RNGTT,FITM2,ASMTL,ACYP1,ENTPD1,DHX9,DCP2,DDX3X,NUDT10,NUDT14,NUDT1,ALPL,NUDT22,NUDT12,NUDT3,NUDT13,NUDT19,NUDT11,PPA1,LHPP,ENTPD7,PLPP4,DOLPP1,TRPM2,NUDT7,DHX29,ENTPD6,DCPS,NUDT15,FHIT,PLPP6,NTPCR,PRUNE1,NUDT6,ENTPD8,NUDT16,PPA2,NUDT16L1,PHOSPHO1,NUDT9,CILP2,ENPP4,DCTPP1,THTPA,PLPP1,ITPA,ACYP2,NUDT4B,ENTPD2,ENPP3,DXO,ADPRM,NUDT4,PLPP5"
Fatty Acid Transmembrane Transporter Activity (GO:0015245),-0.4258625781602414,-1.20202662789933,0.22799097065462753,0.9278236529542896,15,15,"ABCD2,MFSD2A,ABCD3,SLC27A2,SLC27A5,SLC27A4,SLC22A9,CD36,FABP5,SLC2A1,ABCD4,SLC43A3,SLC27A1,FABP4,SLC27A6"
Phosphatase Activity (GO:0016791),0.19438271705599228,0.7501216457052952,0.9042735042735043,0.9283377398643012,71,65,"CILP,ATP1A2,SBF1,ENPP1,RNGTT,PXYLP1,PTPRM,PDXP,PANK4,NT5E,PLPPR4,OCRL,BPNT2,DUSP3,INPP5K,PPP5C,ACP3,SACM1L,DUSP13B,PPP1CB,ALPL,NANP,PTEN,PTPRJ,ARMT1,PGP,MINPP1,DUSP4,ENOPH1,LHPP,PLPPR1,DUSP12,DUSP18,NT5M,DUSP8,PPP1CA,PSPH,EPHX2,HDHD2,PPP1CC,DUSP15,NHLRC1,DUSP11,PLPP6,PTPMT1,PRUNE1,NDUFAB1,PNKP,PHOSPHO2,DUSP16,DUSP10,PHOSPHO1,NT5C,PTPRU,ACP6,CILP2,APTX,NOCT,PUDP,DUSP28,MDP1,PLPP1,DUSP5,HDDC2,FRA10AC1"
Adenylyltransferase Activity (GO:0070566),0.2422553672764475,0.7442564340658797,0.8227848101265823,0.932433423111862,25,23,"TENT5C,NMNAT2,PAPOLB,PAPOLA,FICD,TUT1,OAS2,NMNAT3,TENT4B,TENT2,FHIT,NMNAT1,TENT5B,COASY,OAS3,TENT4A,TENT5A,KARS1,PAPOLG,FLAD1,OAS1,SELENOO,MTPAP"
Metalloaminopeptidase Activity (GO:0070006),-0.4023442145756722,-1.1748521668736571,0.2515991471215352,0.9395325749593215,18,17,"ERAP1,LNPEP,METAP1,NPEPPS,MMP16,XPNPEP1,XPNPEP3,TRHDE,ERAP2,LVRN,MMP14,MMP15,RNPEPL1,METAP1D,RNPEP,LTA4H,ENPEP"
Protein Serine/Threonine Phosphatase Activity (GO:0004722),0.18904046441423702,0.7276890267706528,0.9101694915254237,0.9484876847778659,66,58,"PHLPP1,MTMR3,PPM1H,PPP1R3D,CAMK2G,MYH3,RPAP2,CDC14C,MYH6,PPP5C,MTMR6,PPP1CB,CDC14A,PPP3CB,PPEF1,PPM1F,MTMR4,CTDSPL,PTEN,PPP3R1,PPP3CC,PPM1L,TIMM50,DUSP4,PPP2CB,PPM1B,CDKN3,PPTC7,DUSP12,ZNF367,MYH8,PPM1E,PPP2CA,PPM1A,CTDP1,PPM1J,CTDSPL2,PPP1CA,PPP3CA,PPP1CC,CTDNEP1,PPM1K,NHLRC1,MTMR14,PGAM5,PLPP6,UBLCP1,PPM1D,CTDSP2,PDP2,PPM1G,PPP4C,SSU72,PPM1N,PPP1R3C,PPP6C,CTDSP1,PPM1M"
Phosphoric Ester Hydrolase Activity (GO:0042578),-0.3098312735877642,-1.2055441438640957,0.16464891041162227,0.9519014201047338,52,50,"ATP1A2,SBF1,ENPP1,PXYLP1,PTPRM,PANK4,DUSP3,PPP5C,SACM1L,DUSP13B,PPP1CB,PTPRJ,ARMT1,DUSP4,LHPP,DUSP12,GDPD1,DUSP18,ENPP6,MPPED2,PLCXD2,DUSP8,PPP1CA,EPHX2,HDHD2,PLCXD1,PPP1CC,SMPD3,DUSP15,NHLRC1,DUSP11,PTPMT1,PRUNE1,PHOSPHO2,DUSP16,SMPDL3B,DUSP10,PHOSPHO1,PTPRU,APEX1,APEX2,SMPD2,PUDP,DUSP28,SMPDL3A,GDPD3,DUSP5,ENPP7,PLCXD3,FRA10AC1"
Actinin Binding (GO:0042805),-0.37626463806950916,-1.1622222880410173,0.24532224532224534,0.9603174603174602,21,20,"SYNPO2,PRKD2,DAG1,PDLIM4,PROM1,CSRP3,PDLIM5,CACNA1D,CSRP1,CNKSR3,KCNA5,KCNN2,MYOZ1,RELA,RARA,PPARG,MYOT,NFKB1,TTR,CSRP2"
Acetyltransferase Activity (GO:0016407),0.22544212805768,0.7017986555317295,0.8655913978494624,0.9655748175518045,25,24,"KAT6A,EP300,ESCO2,KAT2B,SLC38A1,SPHK1,PAFAH2,SOAT1,NAT10,NAA15,PAFAH1B3,ELP3,PAFAH1B2,NAT14,ESCO1,SMARCE1,NAA16,DBT,NAA80,NAA10,LCAT,GTF2B,SAT2,KAT5"
RNA Polymerase II Complex Binding (GO:0000993),0.21351453003340126,0.7050093769276903,0.8979933110367893,0.9656547659221227,32,32,"BRD4,AGO2,CTR9,RPRD1B,ESRRB,NCOA3,DHX9,PCF11,CCAR2,UVSSA,RPRD2,PCIF1,SCAF8,SMYD2,POLR2M,ELP2,SCAF1,ERCC5,RPRD1A,HNRNPU,RECQL5,ZNF326,URI1,CDC73,WDR43,SUPT4H1,WAC,RTRAF,GTF2B,PAF1,ELP4,ELOF1"
2-Oxoglutarate-Dependent Dioxygenase Activity (GO:0016706),0.2006338677595894,0.7072466919938957,0.9178981937602627,0.9666169936143003,42,41,"KDM5A,TET2,TET3,KDM2A,KDM4B,UTY,TYW5,PHYHD1,KDM6A,TET1,KDM6B,EGLN3,PHF2,KDM5C,KDM5B,KDM4A,HSPBAP1,JMJD6,KDM5D,KDM4D,PHF8,ALKBH4,TMLHE,P4HTM,KDM8,EGLN1,KDM2B,ALKBH5,FTO,KDM4C,RIOX1,KDM3A,KDM7A,EGLN2,RIOX2,ALKBH3,JMJD4,JMJD7,ALKBH2,PHYH,BBOX1"
Hexose Transmembrane Transporter Activity (GO:0015149),0.2476896838932165,0.6922016778340848,0.9107806691449815,0.971035109248251,16,15,"SLC2A12,SLC5A3,SLC5A1,SLC5A2,SLC2A2,SLC2A5,SLC2A8,SLC2A6,SLC2A4,SLC2A11,SLC2A3,SLC2A1,SLC2A9,SLC2A14,SLC2A10"
Epidermal Growth Factor Receptor Binding (GO:0005154),0.19300911183387787,0.620659403090563,0.9661921708185054,0.981966112367653,27,26,"LINGO1,EGF,SHC1,FER,FAM83B,SEPSECS,HIP1,ATXN2,GRB2,HBEGF,TNK2,SNX1,ARF4,CCDC88A,GRAP,TGFA,EREG,CNOT9,PLSCR1,ERBB4,SNX2,SNX4,MMACHC,EFEMP1,BTC,AREG"
Single-Stranded DNA Helicase Activity (GO:0017116),0.19892917667220641,0.5932762589153148,0.9734848484848485,0.9833180544373985,21,21,"MCM8,DHX9,DNA2,RFC3,MCM3,MCM7,POLK,MCM6,RAD51,MCM4,PIF1,DSCC1,RFC5,MCM5,MCM9,RFC2,RFC4,CHTF8,HELQ,WRNIP1,HELB"
D-glucose Transmembrane Transporter Activity (GO:0055056),0.20286405648774122,0.6004004396414485,0.9660714285714286,0.9838691930385685,22,19,"SLC2A12,SLC5A3,SLC5A1,SLC45A2,SLC5A2,SLC2A2,SLC2A5,SLC2A8,SLC2A6,SLC2A4,SLC2A11,SLC2A3,SLC2A1,SLC2A9,SLC45A1,SLC5A10,SLC2A14,SLC2A10,SLC5A9"
Transmembrane Receptor Protein Serine/Threonine Kinase Activity (GO:0004675),0.217360802260465,0.6222599105179932,0.9408396946564885,0.9843336553296212,17,17,"BMPR2,HJV,ACVR1C,AMHR2,ACVRL1,ACVR1B,ACVR2B,TGFBR1,SOSTDC1,TGFBR3,BMPR1A,TGFBR2,LTBP1,ACVR2A,BMPR1B,LTBP4,TGFBR3L"
GDP Binding (GO:0019003),0.15823905945336791,0.6066847758890682,0.9914236706689536,0.984734585329036,66,62,"BCL11B,GNAI3,DIRAS2,TRIM23,RAP2A,RAB8B,RAP2B,RAB9B,RAB27B,RAB31,RERG,RAB43,DNM1,DYNC1LI1,RHEB,RRAS,RAN,RALA,RALB,RAB10,RRAS2,RAB2A,RAB5B,NRAS,SRP54,RHEBL1,RAB7A,RRAGD,GMNN,RAB18,DIRAS1,RAB42,RAP1A,GNAI1,RAB5A,RAB28,RAB17,RAP2C,RAB8A,RAB22A,RAB3B,ARL8B,RAB4A,RAB29,RAB9A,RAB27A,DIRAS3,NME2,RRAGC,RAB21,HRAS,RASL12,RAB5C,RAB12,RASEF,RAP1B,RAB35,SEPTIN12,MRAS,RAB14,ARL3,GBP1"
Ubiquitin-Specific Protease Binding (GO:1990381),0.21938867095895453,0.6244790760045434,0.9347014925373134,0.9864639024246082,17,17,"MARCHF6,DERL1,BAG6,CLTC,VCP,LCOR,PTEN,SELENOS,SART3,RAD23A,SYVN1,PRKN,RNF103-CHMP3,PARK7,NHERF4,SPATA2,SUMO1"
Acetylglucosaminyltransferase Activity (GO:0008375),0.188330348584953,0.6474470794767787,0.9636048526863085,0.9873145003078979,40,36,"MGAT5B,B3GNT3,MFNG,POMGNT1,MOGAT1,GCNT1,MGAT5,MGAT4A,B3GNT5,EXTL1,GCNT4,OGT,ALG13,GCNT2,B3GNT2,PIGP,EXT2,B3GLCT,HEXA,POMGNT2,MGAT4B,MGAT4C,EXT1,B4GAT1,EXTL3,LFNG,GCNT3,HEXB,LARGE1,B3GNT7,PIGA,B3GNT4,EXTL2,MOGAT2,RFNG,PIGY"
Metalloexopeptidase Activity (GO:0008235),0.18388664872538035,0.6664725794962442,0.9554030874785592,0.98794510274796,51,46,"CPZ,AGBL4,VASH1,DPEP1,ERAP1,LNPEP,AGBL2,METAP1,AGBL5,VASH2,NPEPPS,AGTPBP1,AGBL1,MMP16,CPE,CPM,XPNPEP1,HOMER2,XPNPEP3,CPA2,TRHDE,ERAP2,LVRN,MMP14,MATCAP1,CPA1,FOLH1,CPNE1,MMP15,ZMPSTE24,METAP2,RNPEPL1,LAP3,PEPD,AEBP1,CPA4,AGBL3,NUDT16,CPB2,CPQ,METAP1D,RNPEP,LTA4H,MEP1A,ANPEP,ENPEP"
Transcription Corepressor Binding (GO:0001222),0.18076158556966096,0.6512206893351171,0.9747048903878583,0.9883216790402225,46,46,"LEF1,RUNX1,TP73,SIX3,SUZ12,NEK6,ZBTB16,EHMT2,ENO1,RORA,LCOR,USP11,STAT1,WIZ,PHF1,HDAC6,SMAD4,EHMT1,PER2,EZH2,CTBP2,ETS1,NR1D1,HDAC5,CTNNB1,FAM89B,HDAC3,PER3,MTF2,ZNF644,STK36,PER1,ZBTB7A,EED,ELOC,ELOB,ESR1,PBX1,RUNX3,HDAC1,CNOT2,HDGF,THAP7,SMAD3,CTBP1,ZNF547"
"RNA Endonuclease Activity, Producing 5'-Phosphomonoesters (GO:0016891)",0.1971994135707661,0.6274327086979433,0.953405017921147,0.9883218403984337,28,26,"RPP25,DICER1,EXO1,PRORP,ELAC2,AGO3,RNASEH1,ELAC1,DROSHA,NUDT12,RPP40,FEN1,DBR1,RPP14,RPP30,RNASEH2A,PLD6,MRPL44,RPP38,NUDT16,POP5,NUDT16L1,POP7,APEX1,RPP21,ENDOV"
