chromosome	start	end	strand	gene_id	gene_name	transcript_id	protein_id	uniprot_id	entrez_id
11	94512461	94532123	+	ENSG00000257057	C11orf97	ENST00000542198	ENSP00000490577	A0A1B0GVM6	643037
11	94543840	94621421	+	ENSG00000134627	PIWIL4	ENST00000299001	ENSP00000299001	Q7Z3Z4	143689
11	94543921	94549895	+	ENSG00000196371	FUT4	ENST00000358752	ENSP00000351602	P22083	2526
11	65170233	65173374	+	ENSG00000204710	SPDYC	ENST00000377185	ENSP00000366390	Q5MJ68	387778
11	71804997	71928656	-	ENSG00000289716	XNDC1N-ZNF705EP-ALG1L9P	ENST00000696863			
11	77874418	77994715	-	ENSG00000149262	INTS4	ENST00000534064	ENSP00000434466	Q96HW7	92105
11	113733187	113773735	-	ENSG00000086827	ZW10	ENST00000200135	ENSP00000200135	O43264	9183
11	113779796	113780485	+	ENSG00000228607	CLDN25	ENST00000453129	ENSP00000396304	C9JDP6	644672
11	119623408	119729200	-	ENSG00000110400	NECTIN1	ENST00000264025	ENSP00000264025	Q15223	5818
11	128686535	128813267	+	ENSG00000151702	FLI1	ENST00000527786	ENSP00000433488	Q01543	2313
11	113797874	113875572	-	ENSG00000048028	USP28	ENST00000696973			57646
11	56971050	56971979	+	ENSG00000181282	OR5AK3P	ENST00000527486			
11	56988914	56989843	+	ENSG00000181273	OR5AK2	ENST00000326855	ENSP00000322784	Q8NH90	390181
11	1469457	1501247	-	ENSG00000182208	MOB2	ENST00000329957	ENSP00000328694	Q70IA6	81532
11	1629775	1630930	+	ENSG00000185940	KRTAP5-5	ENST00000399676	ENSP00000382584	Q701N2	439915
11	94962620	94973586	-	ENSG00000150316	CWC15	ENST00000279839	ENSP00000475615	Q9P013	51503
11	94973709	94999519	+	ENSG00000186280	KDM4D	ENST00000335080	ENSP00000334181	Q6B0I6	55693
11	95025258	95027596	+	ENSG00000235268	KDM4E	ENST00000450979	ENSP00000397239	B2RXH2	390245
11	95066919	95071225	+	ENSG00000263465	SRSF8	ENST00000587424	ENSP00000480140	Q9BRL6	10929
11	95089846	95132645	+	ENSG00000149218	ENDOD1	ENST00000278505	ENSP00000278505	O94919	23052
11	95165513	95232541	-	ENSG00000149212	SESN3	ENST00000536441	ENSP00000441927	P58005	143686
11	36483769	36510272	-	ENSG00000175104	TRAF6	ENST00000526995	ENSP00000433623	Q9Y4K3	7189
11	36510372	36593156	+	ENSG00000166349	RAG1	ENST00000299440	ENSP00000299440	P15918	5896
11	36575574	36598279	-	ENSG00000175097	RAG2	ENST00000311485	ENSP00000308620	P55895	5897
11	63268022	63311783	+	ENSG00000184999	SLC22A10	ENST00000332793	ENSP00000327569	Q63ZE4	387775
11	45647689	45665622	-	ENSG00000175264	CHST1	ENST00000308064	ENSP00000309270	O43916	8534
11	45804072	45813016	+	ENSG00000181830	SLC35C1	ENST00000314134	ENSP00000313318	Q96A29	55343
11	66842835	66846552	+	ENSG00000173653	RCE1	ENST00000309657	ENSP00000309163	Q9Y256	9986
11	66848417	66958386	-	ENSG00000173599	PC	ENST00000393960	ENSP00000377532	P11498	5091
11	66856647	66860475	+	ENSG00000173621	LRFN4	ENST00000309602	ENSP00000312535	Q6PJG9	78999
11	66975277	66977009	+	ENSG00000173237	C11orf86	ENST00000683896			254439
11	119023751	119030906	-	ENSG00000137700	SLC37A4	ENST00000330775			2542
11	49027501	49038451	+	ENSG00000182053	TRIM49B	ENST00000332682	ENSP00000330216	A6NDI0	283116
11	49053714	49059112	-	ENSG00000214891	TRIM64C	ENST00000617704	ENSP00000481815	A6NLI5	646754
11	65261928	65326543	+	ENSG00000285816		ENST00000649896			
11	65314866	65322417	+	ENSG00000149798	CDC42EP2	ENST00000279249	ENSP00000279249	O14613	10435
11	65375192	65383701	-	ENSG00000162241	SLC25A45	ENST00000398802	ENSP00000381782	Q8N413	283130
11	65386621	65413525	+	ENSG00000126391	FRMD8	ENST00000317568	ENSP00000319726	Q9BZ67	83786
11	65653599	65663090	-	ENSG00000173039	RELA	ENST00000406246	ENSP00000384273	Q04206	5970
11	494512	507300	-	ENSG00000023191	RNH1	ENST00000354420	ENSP00000346402	P13489	6050
11	68008578	68029282	+	ENSG00000006534	ALDH3B1	ENST00000342456	ENSP00000473990	P43353	221
11	68030617	68036644	+	ENSG00000110717	NDUFS8	ENST00000313468	ENSP00000315774	O00217	4728
11	68052859	68121444	-	ENSG00000110721	CHKA	ENST00000265689	ENSP00000265689	P35790	1119
11	68261338	68272001	-	ENSG00000171067	C11orf24	ENST00000304271	ENSP00000307264	Q96F05	53838
11	68312591	68449275	+	ENSG00000162337	LRP5	ENST00000294304	ENSP00000294304	O75197	4041
11	130068147	130144811	+	ENSG00000084234	APLP2	ENST00000338167	ENSP00000345444	Q06481	334
11	130226677	130314917	-	ENSG00000196323	ZBTB44	ENST00000357899			29068
11	130404923	130428609	-	ENSG00000134917	ADAMTS8	ENST00000257359	ENSP00000257359	Q9UP79	11095
11	94415570	94493885	-	ENSG00000020922	MRE11	ENST00000323929	ENSP00000325863	P49959	4361
11	94493979	94499578	+	ENSG00000168876	ANKRD49	ENST00000544612	ENSP00000440396	Q8WVL7	54851
11	612553	615983	-	ENSG00000185507	IRF7	ENST00000525445	ENSP00000434009	Q92985	3665
11	48975498	48983885	-	ENSG00000220948	TRIM51G	ENST00000534741	ENSP00000497050	A0A3B3IT33	120824
11	107502727	107565742	-	ENSG00000137760	ALKBH8	ENST00000428149	ENSP00000415885	Q96BT7	91801
11	68039025	68050895	+	ENSG00000110719	TCIRG1	ENST00000265686	ENSP00000265686	Q13488	10312
11	45095806	45235110	+	ENSG00000019485	PRDM11	ENST00000683152			56981
11	83259081	83286390	-	ENSG00000137500	CCDC90B	ENST00000529689	ENSP00000434724	Q9GZT6	60492
11	16777297	17014415	-	ENSG00000166689	PLEKHA7	ENST00000531066			144100
11	47980425	48170839	+	ENSG00000149177	PTPRJ	ENST00000418331	ENSP00000400010	Q12913	5795
11	48216810	48217739	+	ENSG00000175619	OR4B1	ENST00000309562	ENSP00000311605	Q8NGF8	119765
11	48245104	48246015	+	ENSG00000172208	OR4X2	ENST00000624868	ENSP00000485431	Q8NGF9	119764
11	48263861	48264778	+	ENSG00000176567	OR4X1	ENST00000320048	ENSP00000321506	Q8NH49	390113
11	64205926	64223896	+	ENSG00000149781	FERMT3	ENST00000345728	ENSP00000339950	Q86UX7	83706
11	3854527	4093210	+	ENSG00000167323	STIM1	ENST00000526596			6786
11	72105924	72109596	+	ENSG00000284844	TOMT	ENST00000541899			120356740
11	5856749	5857690	-	ENSG00000183269	OR52E8	ENST00000537935	ENSP00000444054	Q6IFG1	390079
11	5689610	5737089	+	ENSG00000132274	TRIM22	ENST00000379965	ENSP00000369299	Q8IYM9	10346
11	77821109	77918432	+	ENSG00000087884	AAMDC	ENST00000393427	ENSP00000377078	Q9H7C9	28971
11	2376177	2397802	+	ENSG00000110651	CD81	ENST00000263645	ENSP00000263645	P60033	975
11	8106056	8169055	-	ENSG00000166405	RIC3	ENST00000309737	ENSP00000308820	Q7Z5B4	79608
11	67991100	68004982	-	ENSG00000110057	UNC93B1	ENST00000227471	ENSP00000227471	Q9H1C4	81622
11	71865504	71928654	-	ENSG00000254469	XNDC1N	ENST00000679412	ENSP00000506430	Q6ZNB5	100133315
11	71998613	72007315	+	ENSG00000137496	IL18BP	ENST00000393703	ENSP00000377306	O95998	10068
11	67662155	67681224	-	ENSG00000132746	ALDH3B2	ENST00000673966	ENSP00000501254	P48448	222
11	4690423	4697853	-	ENSG00000197674	OR51C1P	ENST00000641159			401661
11	124183345	124188780	+	ENSG00000197309	OR10D3	ENST00000641351	ENSP00000493028	Q8NH80	26497
11	55367974	55368918	+	ENSG00000181958	OR4A15	ENST00000641526			81328
11	65945480	65959966	+	ENSG00000175513	TSGA10IP	ENST00000532620	ENSP00000484252	Q3SY00	254187
11	5761153	5769080	+	ENSG00000181017	OR56B2P	ENST00000641377			390073
11	55723776	55729621	+	ENSG00000186886	OR5D3P	ENST00000641440			8594
11	5303444	5505652	-	ENSG00000167355	OR51B5	ENST00000300773	ENSP00000300773	Q9H339	282763
11	123976661	123977781	-	ENSG00000196248	OR10S1	ENST00000641123			219873
11	1888078	1891895	-	ENSG00000283787	PRR33	ENST00000640310			102724536
11	13009316	13012119	+	ENSG00000189431	RASSF10	ENST00000529419	ENSP00000485526	A6NK89	644943
11	47177522	47186443	-	ENSG00000165912	PACSIN3	ENST00000298838	ENSP00000298838	Q9UKS6	29763
11	47214465	47239217	+	ENSG00000134574	DDB2	ENST00000256996	ENSP00000256996	Q92466	1643
11	47239302	47248906	-	ENSG00000134575	ACP2	ENST00000672073	ENSP00000500291	P11117	53
11	47248300	47269033	+	ENSG00000025434	NR1H3	ENST00000441012	ENSP00000387946	Q13133	10062
11	47164299	47177125	-	ENSG00000149182	ARFGAP2	ENST00000524782	ENSP00000434442	Q8N6H7	84364
11	119206298	119313926	+	ENSG00000110395	CBL	ENST00000264033	ENSP00000264033	P22681	867
11	62856004	62888880	+	ENSG00000168003	SLC3A2	ENST00000338663	ENSP00000340815	P08195	6520
11	126282497	126298845	+	ENSG00000150455	TIRAP	ENST00000392679	ENSP00000376446	P58753	114609
11	68154863	68213852	-	ENSG00000110066	KMT5B	ENST00000304363	ENSP00000305899	Q4FZB7	51111
11	43680680	43856617	+	ENSG00000149084	HSD17B12	ENST00000278353	ENSP00000278353	Q53GQ0	51144
11	43942637	43943878	+	ENSG00000187479	C11orf96	ENST00000617612			387763
11	65354751	65357613	+	ENSG00000173825	TIGD3	ENST00000309880	ENSP00000308354	Q6B0B8	220359
11	104885718	104898670	-	ENSG00000204403	CASP12	ENST00000613512			100506742
11	13388008	13463297	-	ENSG00000148925	BTBD10	ENST00000278174	ENSP00000278174	Q9BSF8	84280
11	13492054	13496181	-	ENSG00000152266	PTH	ENST00000282091	ENSP00000282091	P01270	5741
11	117900641	117929459	-	ENSG00000137747	TMPRSS13	ENST00000524993	ENSP00000434279	Q9BYE2	84000
11	65333843	65354262	+	ENSG00000133884	DPF2	ENST00000528416	ENSP00000436901	Q92785	5977
11	74748849	74842413	+	ENSG00000166439	RNF169	ENST00000299563	ENSP00000299563	Q8NCN4	254225
11	74949261	74979033	+	ENSG00000118363	SPCS2	ENST00000263672	ENSP00000263672	Q15005	9789
11	74988279	75018893	+	ENSG00000162139	NEU3	ENST00000294064	ENSP00000294064	Q9UQ49	10825
11	105995623	106022403	-	ENSG00000170903	MSANTD4	ENST00000301919	ENSP00000304713	Q8NCY6	84437
11	106051098	106077459	-	ENSG00000182359	KBTBD3	ENST00000531837	ENSP00000432163	Q8NAB2	143879
11	106075501	106098699	+	ENSG00000149313	AASDHPPT	ENST00000278618	ENSP00000278618	Q9NRN7	60496
11	2944431	2992377	-	ENSG00000205531	NAP1L4	ENST00000380542	ENSP00000369915	Q99733	4676
11	124739942	124747210	+	ENSG00000154146	NRGN	ENST00000284292	ENSP00000284292	Q92686	4900
11	124747474	124752255	-	ENSG00000019102	VSIG2	ENST00000326621	ENSP00000318684	Q96IQ7	23584
11	124752583	124762290	-	ENSG00000149564	ESAM	ENST00000278927	ENSP00000278927	Q96AP7	90952
11	124766498	124800706	-	ENSG00000120458	MSANTD2	ENST00000374979	ENSP00000364118	Q6P1R3	79684
11	124865432	124881471	+	ENSG00000154134	ROBO3	ENST00000397801	ENSP00000380903	Q96MS0	64221
11	124883691	124898500	-	ENSG00000154133	ROBO4	ENST00000306534	ENSP00000304945	Q8WZ75	54538
11	124954121	125041489	+	ENSG00000149548	CCDC15	ENST00000344762	ENSP00000341684	Q0P6D6	80071
11	124919205	124936412	-	ENSG00000165478	HEPACAM	ENST00000298251	ENSP00000298251	Q14CZ8	220296
11	43311963	43344529	+	ENSG00000166181	API5	ENST00000531273	ENSP00000431391	Q9BZZ5	8539
11	43358920	43494933	+	ENSG00000052841	TTC17	ENST00000039989	ENSP00000039989	Q96AE7	55761
11	5726502	5727464	+	ENSG00000181109	OR52P1	ENST00000438474			81248
11	33039417	33105943	+	ENSG00000176148	TCP11L1	ENST00000334274	ENSP00000335595	Q9NUJ3	55346
11	33077188	33162371	-	ENSG00000176102	CSTF3	ENST00000323959	ENSP00000315791	Q12996	1479
11	33256672	33357023	+	ENSG00000110422	HIPK3	ENST00000303296	ENSP00000304226	Q9H422	10114
11	33376108	33674102	+	ENSG00000110427	KIAA1549L	ENST00000658780			25758
11	33858576	33892076	-	ENSG00000135363	LMO2	ENST00000257818	ENSP00000257818	P25791	4005
11	34051731	34102610	+	ENSG00000135387	CAPRIN1	ENST00000341394	ENSP00000340329	Q14444	4076
11	34105617	34147670	+	ENSG00000135372	NAT10	ENST00000257829	ENSP00000257829	Q9H0A0	55226
11	124224732	124225666	+	ENSG00000181214	OR8G2P	ENST00000412796			26492
11	122115340	122116215	-	ENSG00000259571	BLID	ENST00000560104	ENSP00000453153	Q8IZY5	414899
11	64606174	64723197	-	ENSG00000110076	NRXN2	ENST00000265459	ENSP00000265459	Q9P2S2	9379
11	33698261	33722467	-	ENSG00000284969		ENST00000534312			
11	6169355	6170326	-	ENSG00000255307	OR52B2	ENST00000530810	ENSP00000432011	Q96RD2	255725
11	6199224	6200186	+	ENSG00000175485	OR52W1	ENST00000311352	ENSP00000309673	Q6IF63	120787
11	6205557	6211135	+	ENSG00000180878	C11orf42	ENST00000316375	ENSP00000321021	Q8N5U0	160298
11	6211345	6234711	-	ENSG00000051009	FHIP1B	ENST00000449352	ENSP00000416918	Q8N612	84067
11	6234765	6244479	+	ENSG00000132259	CNGA4	ENST00000379936	ENSP00000369268	Q8IV77	1262
11	6259806	6272127	+	ENSG00000110148	CCKBR	ENST00000334619	ENSP00000335544	P32239	887
11	6395125	6419414	-	ENSG00000166313	APBB1	ENST00000609360	ENSP00000477213	O00213	322
11	74696429	74731426	-	ENSG00000054938	CHRDL2	ENST00000376332	ENSP00000365510	Q6WN34	25884
11	74807739	74949200	-	ENSG00000166435	XRRA1	ENST00000684022			143570
11	75759512	75801535	+	ENSG00000062282	DGAT2	ENST00000228027	ENSP00000228027	Q96PD7	84649
11	8612037	8682694	-	ENSG00000166436	TRIM66	ENST00000646038			9866
11	14877440	14892231	-	ENSG00000186104	CYP2R1	ENST00000334636	ENSP00000334592	Q6VVX0	120227
11	14966622	14972354	-	ENSG00000110680	CALCA	ENST00000331587	ENSP00000331746	P01258	796
11	10797050	10808940	-	ENSG00000110321	EIF4G2	ENST00000339995	ENSP00000340281	P78344	1982
11	48488793	48489722	+	ENSG00000237388	OR4A47	ENST00000446524	ENSP00000412752	Q6IF82	403253
11	128458761	128587558	-	ENSG00000134954	ETS1	ENST00000392668	ENSP00000376436	P14921	2113
11	33703010	33736479	-	ENSG00000085063	CD59	ENST00000642928	ENSP00000494884	P13987	966
11	83455012	85628335	-	ENSG00000150672	DLG2	ENST00000376104	ENSP00000365272	Q15700	1740
11	108505435	108593768	-	ENSG00000110723	EXPH5	ENST00000265843	ENSP00000265843	Q8NEV8	23086
11	108472112	108498405	-	ENSG00000178202	POGLUT3	ENST00000323468	ENSP00000315386	Q7Z4H8	143888
11	65261913	65305959	+	ENSG00000014138	POLA2	ENST00000265465	ENSP00000265465	Q14181	23649
11	118226690	118252365	-	ENSG00000160588	MPZL3	ENST00000278949	ENSP00000278949	Q6UWV2	196264
11	18412318	18452063	+	ENSG00000166796	LDHC	ENST00000541669	ENSP00000437783	P07864	3948
11	18394560	18408425	+	ENSG00000134333	LDHA	ENST00000422447	ENSP00000395337	P00338	3939
11	1919703	1938706	+	ENSG00000130595	TNNT3	ENST00000278317	ENSP00000278317	P45378	7140
11	64764606	64778786	-	ENSG00000168066	SF1	ENST00000377390	ENSP00000366607	Q15637	7536
11	119166568	119184016	+	ENSG00000160703	NLRX1	ENST00000409109	ENSP00000387334	Q86UT6	79671
11	60699585	60715807	+	ENSG00000166959	MS4A8	ENST00000300226	ENSP00000300226	Q9BY19	83661
11	60756867	60776733	+	ENSG00000166961	MS4A15	ENST00000405633	ENSP00000386022	Q8N5U1	219995
11	60785333	60801305	+	ENSG00000172689	MS4A10	ENST00000308287	ENSP00000311862	Q96PG2	341116
11	124919250	124920677	+	ENSG00000221932	HEPN1	ENST00000408930	ENSP00000386143	Q6WQI6	641654
11	35251205	35420063	-	ENSG00000110436	SLC1A2	ENST00000278379	ENSP00000278379	P43004	6506
11	35431823	35530300	-	ENSG00000149090	PAMR1	ENST00000619888	ENSP00000483703	Q6UXH9	25891
11	47269161	47330031	+	ENSG00000110514	MADD	ENST00000706887			8567
11	62832321	62832841	-	ENSG00000283268	TEX54	ENST00000636508	ENSP00000490507	A0A1B0GVG6	111216277
11	3671083	3797792	-	ENSG00000110713	NUP98	ENST00000324932	ENSP00000316032	P52948	4928
11	12094008	12359144	+	ENSG00000133816	MICAL2	ENST00000683283	ENSP00000507067	O94851	9645
11	132414977	133532501	-	ENSG00000183715	OPCML	ENST00000524381	ENSP00000434750	Q14982	4978
11	105609535	105982090	+	ENSG00000152578	GRIA4	ENST00000282499	ENSP00000282499	P48058	2893
11	46602861	46617909	-	ENSG00000180423	HARBI1	ENST00000326737	ENSP00000317743	Q96MB7	283254
11	46617527	46674818	+	ENSG00000175224	ATG13	ENST00000683050	ENSP00000507809	O75143	9776
11	46677080	46700619	-	ENSG00000175220	ARHGAP1	ENST00000311956	ENSP00000310491	Q07960	392
11	46701030	46705912	+	ENSG00000175213	ZNF408	ENST00000311764	ENSP00000309606	Q9H9D4	79797
11	46719196	46739506	+	ENSG00000180210	F2	ENST00000311907	ENSP00000308541	P00734	2147
11	46743048	46846308	-	ENSG00000175216	CKAP5	ENST00000529230	ENSP00000432768	Q14008	9793
11	46856717	46918642	-	ENSG00000134569	LRP4	ENST00000378623	ENSP00000367888	O75096	4038
11	85957175	86069882	-	ENSG00000073921	PICALM	ENST00000393346	ENSP00000377015	Q13492	8301
11	86791059	86952910	+	ENSG00000150687	PRSS23	ENST00000280258	ENSP00000280258	O95084	11098
11	86945679	86955395	-	ENSG00000174804	FZD4	ENST00000531380	ENSP00000434034	Q9ULV1	8322
11	32829927	32858120	+	ENSG00000135378	PRRG4	ENST00000257836	ENSP00000257836	Q9BZD6	79056
11	32892811	32993316	+	ENSG00000060749	QSER1	ENST00000650167			79832
11	33015876	33033582	+	ENSG00000121690	DEPDC7	ENST00000241051	ENSP00000241051	Q96QD5	91614
11	63985853	64001811	+	ENSG00000167770	OTUB1	ENST00000538426	ENSP00000444357	Q96FW1	55611
11	48306223	48307152	+	ENSG00000176555	OR4S1	ENST00000319988	ENSP00000321447	Q8NGB4	256148
11	48324920	48325955	+	ENSG00000176547	OR4C3	ENST00000319856	ENSP00000321419	Q8NH37	256144
11	48365485	48366465	-	ENSG00000176540	OR4C5	ENST00000319813	ENSP00000321338	Q8NGB2	79346
11	63838928	63911020	+	ENSG00000072518	MARK2	ENST00000402010	ENSP00000385751	Q7KZI7	2011
11	66466327	66477337	+	ENSG00000174516	PELI3	ENST00000320740	ENSP00000322532	Q8N2H9	246330
11	60724720	60745028	+	ENSG00000214782	MS4A18	ENST00000529108	ENSP00000431607	Q3C1V0	728588
11	66744451	66843516	+	ENSG00000173715	TOP6BL	ENST00000540737	ENSP00000444319	Q8N6T0	79703
11	115169218	115504957	-	ENSG00000182985	CADM1	ENST00000331581	ENSP00000329797	Q9BY67	23705
11	118193725	118225092	-	ENSG00000160593	JAML	ENST00000356289	ENSP00000348635	Q86YT9	120425
11	4598672	4608231	-	ENSG00000167333	TRIM68	ENST00000300747	ENSP00000300747	Q6AZZ1	55128
11	4594039	4595013	+	ENSG00000232268	OR52I1	ENST00000530443	ENSP00000436453	Q8NGK6	390037
11	63573195	63616883	-	ENSG00000176485	PLAAT3	ENST00000415826	ENSP00000389124	P53816	11145
11	65089324	65111862	+	ENSG00000149823	VPS51	ENST00000279281	ENSP00000279281	Q9UID3	738
11	66421035	66426707	+	ENSG00000174576	NPAS4	ENST00000311034	ENSP00000311196	Q8IUM7	266743
11	5967553	5968494	-	ENSG00000188691	OR56A5	ENST00000532411	ENSP00000481594	P0C7T3	390084
11	118436456	118526832	+	ENSG00000118058	KMT2A	ENST00000534358	ENSP00000436786	Q03164	4297
11	72576141	72674591	-	ENSG00000186642	PDE2A	ENST00000334456	ENSP00000334910	O00408	5138
11	72685069	72793599	-	ENSG00000186635	ARAP1	ENST00000393609	ENSP00000377233	Q96P48	116985
11	72754729	72794047	-	ENSG00000214530	STARD10	ENST00000334805	ENSP00000335247	Q9Y365	10809
11	72814406	72843674	+	ENSG00000168010	ATG16L2	ENST00000321297	ENSP00000326340	Q8NAA4	89849
11	49981473	49982535	-	ENSG00000221954	OR4C12	ENST00000335238	ENSP00000334418	Q96R67	283093
11	50032874	50033794	+	ENSG00000260811	OR4C45	ENST00000568934			403257
11	47617315	47642607	-	ENSG00000109919	MTCH2	ENST00000302503	ENSP00000303222	Q9Y6C9	23788
11	10573091	10693988	-	ENSG00000072952	IRAG1	ENST00000423302	ENSP00000412130	Q9Y6F6	10335
11	59829273	59845499	-	ENSG00000134812	CBLIF	ENST00000257248	ENSP00000257248	P27352	2694
11	59852800	59866489	-	ENSG00000134827	TCN1	ENST00000257264	ENSP00000257264	P20061	6947
11	59878782	59896483	+	ENSG00000285231	OOSP3	ENST00000646438	ENSP00000495263	A0A2R8YFM6	112577461
11	60088261	60098467	+	ENSG00000149534	MS4A2	ENST00000278888	ENSP00000278888	Q01362	2206
11	4233217	4234287	+	ENSG00000284018	SSU72L5	ENST00000639584	ENSP00000491949	A0A1W2PQ64	196120
11	4241641	4242706	-	ENSG00000284306	SSU72L2	ENST00000640805	ENSP00000491669	A0A1W2PQD8	390031
11	4287084	4288185	-	ENSG00000283873	SSU72L4	ENST00000638166	ENSP00000491663	A0A1W2PQC6	441584
11	4329790	4330864	+	ENSG00000284546	SSU72L3	ENST00000640302	ENSP00000491768	A0A1W2PQJ5	143506
11	4338245	4339345	-	ENSG00000284438	SSU72L1	ENST00000524542	ENSP00000491894	A0A1W2PQ27	390033
11	4367263	4368386	-	ENSG00000221996	OR52B4	ENST00000624801	ENSP00000485530	Q8NGK2	143496
11	4384897	4393702	-	ENSG00000132109	TRIM21	ENST00000254436	ENSP00000254436	P19474	6737
11	64270062	64289494	+	ENSG00000173264	GPR137	ENST00000438980	ENSP00000415698	Q96N19	56834
11	69004398	69013246	-	ENSG00000172935	MRGPRF	ENST00000309099	ENSP00000309782	Q96AM1	116535
11	102047437	102084554	+	ENSG00000137691	CFAP300	ENST00000434758	ENSP00000414390	Q9BRQ4	85016
11	102110447	102233424	+	ENSG00000137693	YAP1	ENST00000282441	ENSP00000282441	P46937	10413
11	102317484	102339403	+	ENSG00000023445	BIRC3	ENST00000263464	ENSP00000263464	Q13489	330
11	102347211	102378670	+	ENSG00000110330	BIRC2	ENST00000227758	ENSP00000227758	Q13490	329
11	102396332	102470384	-	ENSG00000152558	TMEM123	ENST00000398136	ENSP00000381204	Q8N131	114908
11	102520508	102530750	-	ENSG00000137673	MMP7	ENST00000260227	ENSP00000260227	P09237	4316
11	102576832	102625332	-	ENSG00000137674	MMP20	ENST00000260228	ENSP00000260228	O60882	9313
11	112961275	113278436	+	ENSG00000149294	NCAM1	ENST00000316851	ENSP00000318472	P13591	4684
11	113314579	113383544	+	ENSG00000149292	TTC12	ENST00000529221	ENSP00000433757	Q9H892	54970
11	113387779	113400416	+	ENSG00000170209	ANKK1	ENST00000303941	ENSP00000306678	Q8NFD2	255239
11	113409605	113475691	-	ENSG00000149295	DRD2	ENST00000362072	ENSP00000354859	P14416	1813
11	117178736	117197445	+	ENSG00000149577	SIDT2	ENST00000324225	ENSP00000314023	Q8NBJ9	51092
11	134331988	134378341	+	ENSG00000149328	GLB1L2	ENST00000535456	ENSP00000444628	Q8IW92	89944
11	134378504	134412242	-	ENSG00000109956	B3GAT1	ENST00000312527	ENSP00000307875	Q9P2W7	27087
11	64803510	64811294	-	ENSG00000133895	MEN1	ENST00000450708	ENSP00000394933	O00255	4221
11	64894546	64917209	-	ENSG00000110046	ATG2A	ENST00000377264	ENSP00000366475	Q2TAZ0	23130
11	532242	537321	-	ENSG00000174775	HRAS	ENST00000311189	ENSP00000309845	P01112	3265
11	532242	537321	-	ENSG00000174775	HRAS	ENST00000417302	ENSP00000388246	P01112	3265
11	125625163	125676255	+	ENSG00000149554	CHEK1	ENST00000438015	ENSP00000388648	O14757	1111
11	125671522	125680874	-	ENSG00000134940	ACRV1	ENST00000533904	ENSP00000432816	P26436	56
11	95048142	95051338	+	ENSG00000255855	KDM4F	ENST00000711328			100129053
11	59938432	59957480	+	ENSG00000284873	OOSP1	ENST00000646685			255649
11	59964033	59970343	+	ENSG00000285010	OOSP4A	ENST00000645590	ENSP00000494103	A0A2R8YFL7	112577462
11	59978020	60031095	+	ENSG00000255393	OOSP4B	ENST00000642343	ENSP00000494382	A0A2R8Y4Y8	107987155
11	60040409	60048044	+	ENSG00000149507	OOSP2	ENST00000278855	ENSP00000278855	Q86WS3	219990
11	60056587	60071115	+	ENSG00000149516	MS4A3	ENST00000278865	ENSP00000278865	Q96HJ5	932
11	47354860	47409369	-	ENSG00000066336	SPI1	ENST00000378538	ENSP00000367799	P17947	6688
11	86441108	86672636	-	ENSG00000151376	ME3	ENST00000543262	ENSP00000440246	Q16798	10873
11	112025033	112064404	+	ENSG00000150768	DLAT	ENST00000280346	ENSP00000280346	P10515	1737
11	114257787	114313536	+	ENSG00000166741	NNMT	ENST00000299964	ENSP00000299964	P40261	4837
11	58203204	58204142	-	ENSG00000197887	OR1S2	ENST00000641683			219958
11	58212720	58216084	+	ENSG00000280204	OR1S1	ENST00000641544			219959
11	4581743	4593340	+	ENSG00000226288	OR52I2	ENST00000641896			143502
11	55635113	55640309	+	ENSG00000181927	OR4P4	ENST00000641760	ENSP00000493384	Q8NGL7	81300
11	75081753	75096876	-	ENSG00000171561	OR2AT4	ENST00000641504	ENSP00000493318	A6NND4	341152
11	2444654	2849105	+	ENSG00000053918	KCNQ1	ENST00000155840	ENSP00000155840	P51787	3784
11	57712582	57818431	+	ENSG00000288534		ENST00000674060			
11	108222804	108369102	+	ENSG00000149311	ATM	ENST00000675843	ENSP00000501606	Q13315	472
11	61430042	61446839	+	ENSG00000167985	SDHAF2	ENST00000301761	ENSP00000301761	Q9NX18	54949
11	112086824	112120016	+	ENSG00000204370	SDHD	ENST00000375549	ENSP00000364699	O14521	6392
11	18017555	18046269	-	ENSG00000129167	TPH1	ENST00000682019	ENSP00000508368	P17752	7166
11	118657316	118679690	-	ENSG00000118094	TREH	ENST00000264029	ENSP00000264029	O43280	11181
11	118747763	118791164	-	ENSG00000110367	DDX6	ENST00000534980	ENSP00000442266	P26196	1656
11	32583798	32606264	+	ENSG00000149100	EIF3M	ENST00000531120	ENSP00000436049	Q7L2H7	10480
11	118077012	118125510	+	ENSG00000137648	TMPRSS4	ENST00000437212	ENSP00000416037	Q9NRS4	56649
11	405715	417455	-	ENSG00000185187	SIGIRR	ENST00000431843	ENSP00000403104	Q6IA17	59307
11	392614	404908	+	ENSG00000184363	PKP3	ENST00000331563	ENSP00000331678	Q9Y446	11187
11	72080331	72110782	+	ENSG00000284922	LRTOMT	ENST00000307198	ENSP00000305742	Q8WZ04	220074
11	72080337	72096895	+	ENSG00000184154	LRRC51	ENST00000289488	ENSP00000289488	Q96E66	120356739
11	121452314	121633763	+	ENSG00000137642	SORL1	ENST00000260197	ENSP00000260197	Q92673	6653
11	68903863	68940602	+	ENSG00000132740	IGHMBP2	ENST00000255078	ENSP00000255078	P38935	3508
11	109422190	109429167	+	ENSG00000185742	C11orf87	ENST00000327419	ENSP00000331581	Q6NUJ2	399947
